# q*x Normalized_I
5.702342e+00 3.898057e-02
5.716401e+00 4.010984e-02
5.721752e+00 3.753062e-02
5.738744e+00 3.865451e-02
5.757138e+00 4.063221e-02
5.775146e+00 3.788750e-02
5.777507e+00 4.181892e-02
5.782204e+00 3.670438e-02
5.797875e+00 4.002947e-02
5.811548e+00 3.766254e-02
5.838612e+00 4.055671e-02
5.842657e+00 3.593689e-02
5.847950e+00 3.675348e-02
5.884352e+00 3.657099e-02
5.903109e+00 3.518198e-02
5.920754e+00 3.599268e-02
5.957156e+00 3.548230e-02
5.963561e+00 3.451532e-02
5.993558e+00 3.506837e-02
6.024014e+00 3.379077e-02
6.029960e+00 3.453580e-02
6.066362e+00 3.426139e-02
6.084466e+00 3.307804e-02
6.102764e+00 3.379652e-02
6.139166e+00 3.333028e-02
6.144918e+00 3.246917e-02
6.175568e+00 3.287257e-02
6.205370e+00 3.177247e-02
6.211970e+00 3.286915e-02
6.248372e+00 3.191274e-02
6.265823e+00 3.111825e-02
6.284774e+00 3.173003e-02
6.321176e+00 3.122804e-02
6.326275e+00 3.050314e-02
6.357578e+00 3.074713e-02
6.386727e+00 2.991991e-02
6.393980e+00 3.092218e-02
6.430382e+00 2.941299e-02
6.447180e+00 2.936232e-02
6.466784e+00 3.112049e-02
6.503186e+00 2.949121e-02
6.507632e+00 2.878197e-02
6.539588e+00 2.907169e-02
6.568084e+00 2.822615e-02
6.575990e+00 2.852536e-02
6.612392e+00 2.823370e-02
6.628536e+00 2.764752e-02
6.648794e+00 2.792531e-02
6.685196e+00 2.751558e-02
6.688989e+00 2.711422e-02
6.721598e+00 2.722191e-02
6.749441e+00 2.658638e-02
6.758000e+00 2.679780e-02
6.794402e+00 2.654187e-02
6.809893e+00 2.617174e-02
6.830804e+00 2.632991e-02
6.867206e+00 2.587482e-02
6.870346e+00 2.557819e-02
6.903608e+00 2.554482e-02
6.930798e+00 2.512085e-02
6.940010e+00 2.536672e-02
6.976412e+00 2.489329e-02
6.991250e+00 2.465457e-02
7.012814e+00 2.472169e-02
7.049216e+00 2.428433e-02
7.051703e+00 2.421264e-02
7.085618e+00 2.423201e-02
7.112155e+00 2.381206e-02
7.122020e+00 2.383789e-02
7.158423e+00 2.360389e-02
7.172607e+00 2.333313e-02
7.194825e+00 2.327203e-02
7.231227e+00 2.288662e-02
7.233059e+00 2.288598e-02
7.267629e+00 2.259250e-02
7.293512e+00 2.248756e-02
7.304031e+00 2.228310e-02
7.340433e+00 2.208288e-02
7.353964e+00 2.210684e-02
7.376835e+00 2.177650e-02
7.413237e+00 2.165571e-02
7.414416e+00 2.169910e-02
7.449639e+00 2.138540e-02
7.474869e+00 2.136599e-02
7.486041e+00 2.105437e-02
7.522443e+00 2.092134e-02
7.535321e+00 2.089049e-02
7.558845e+00 2.053296e-02
7.595247e+00 2.047620e-02
7.595773e+00 2.044628e-02
7.631649e+00 2.012038e-02
7.656225e+00 2.005245e-02
7.668051e+00 1.962690e-02
7.704453e+00 1.960230e-02
7.716678e+00 1.979232e-02
7.740855e+00 1.938823e-02
7.777130e+00 1.941300e-02
7.777257e+00 1.905585e-02
7.813659e+00 1.894152e-02
7.837582e+00 1.907162e-02
7.850061e+00 1.866283e-02
7.886463e+00 1.823358e-02
7.898035e+00 1.879271e-02
7.922865e+00 1.817862e-02
7.958487e+00 1.845481e-02
7.959267e+00 1.802358e-02
7.995669e+00 1.773557e-02
8.018939e+00 1.810475e-02
8.032071e+00 1.761118e-02
8.068473e+00 1.755638e-02
8.079392e+00 1.778343e-02
8.104875e+00 1.720824e-02
8.139844e+00 1.754053e-02
8.141277e+00 1.711058e-02
8.177679e+00 1.698321e-02
8.200296e+00 1.721982e-02
8.214081e+00 1.670551e-02
8.250483e+00 1.650093e-02
8.260748e+00 1.690758e-02
8.286885e+00 1.623227e-02
8.321201e+00 1.670285e-02
8.323287e+00 1.650924e-02
8.359689e+00 1.591323e-02
8.381653e+00 1.643640e-02
8.396091e+00 1.591692e-02
8.432493e+00 1.602319e-02
8.442105e+00 1.613593e-02
8.468895e+00 1.538159e-02
8.502558e+00 1.582649e-02
8.505297e+00 1.555843e-02
8.541699e+00 1.547275e-02
8.563010e+00 1.553284e-02
8.578101e+00 1.509707e-02
8.614503e+00 1.516846e-02
8.623462e+00 1.529511e-02
8.650905e+00 1.562133e-02
8.683914e+00 1.491449e-02
8.687307e+00 1.483933e-02
8.723709e+00 1.463759e-02
8.744367e+00 1.480013e-02
8.760111e+00 1.442463e-02
8.796513e+00 1.429042e-02
8.804819e+00 1.449589e-02
8.832915e+00 1.411539e-02
8.865271e+00 1.430334e-02
8.869317e+00 1.394658e-02
8.905719e+00 1.378022e-02
8.925724e+00 1.402888e-02
8.942121e+00 1.368588e-02
8.978523e+00 1.356386e-02
8.986176e+00 1.384861e-02
9.014926e+00 1.343910e-02
9.046628e+00 1.366224e-02
9.051328e+00 1.320455e-02
9.087730e+00 1.319815e-02
9.107081e+00 1.348128e-02
9.124132e+00 1.300741e-02
9.160534e+00 1.282212e-02
9.167533e+00 1.324808e-02
9.196936e+00 1.283668e-02
9.227985e+00 1.291989e-02
9.233338e+00 1.270350e-02
9.269740e+00 1.238537e-02
9.288437e+00 1.271636e-02
9.306142e+00 1.233269e-02
9.342544e+00 1.220929e-02
9.348890e+00 1.249773e-02
9.378946e+00 1.222048e-02
9.409342e+00 1.230073e-02
9.415348e+00 1.213954e-02
9.451750e+00 1.182720e-02
9.469794e+00 1.215492e-02
9.488152e+00 1.172293e-02
9.524554e+00 1.182793e-02
9.530247e+00 1.198963e-02
9.560956e+00 1.151586e-02
9.590699e+00 1.180164e-02
9.597358e+00 1.150126e-02
9.633760e+00 1.103247e-02
9.651151e+00 1.162839e-02
9.670162e+00 1.108339e-02
9.706564e+00 1.097463e-02
9.711603e+00 1.145800e-02
9.742966e+00 1.086031e-02
9.772056e+00 1.126692e-02
9.779368e+00 1.087329e-02
9.815770e+00 1.066718e-02
9.832508e+00 1.110291e-02
9.852172e+00 1.058870e-02
9.888574e+00 1.043260e-02
9.892960e+00 1.095758e-02
9.924976e+00 1.061908e-02
9.953413e+00 1.078159e-02
9.961378e+00 1.023559e-02
9.997780e+00 1.013685e-02
1.001386e+01 1.059324e-02
1.003418e+01 1.017765e-02
1.007058e+01 1.031602e-02
1.007432e+01 1.045981e-02
1.010699e+01 9.992159e-03
1.013477e+01 1.027683e-02
1.014339e+01 9.889924e-03
1.017979e+01 9.797211e-03
1.019522e+01 1.019673e-02
1.021619e+01 9.587644e-03
1.025567e+01 1.005431e-02
1.028900e+01 9.450795e-03
1.031613e+01 9.858322e-03
1.032540e+01 9.639944e-03
1.036180e+01 9.377641e-03
1.037658e+01 9.698730e-03
1.043460e+01 9.007679e-03
1.043703e+01 9.605363e-03
1.049748e+01 9.375541e-03
1.055794e+01 9.211067e-03
1.061839e+01 9.110217e-03
1.067884e+01 8.949532e-03
1.073929e+01 8.712515e-03
1.079974e+01 8.759142e-03
1.086020e+01 8.633688e-03
1.092065e+01 8.517180e-03
1.098110e+01 8.362463e-03
1.104155e+01 8.272392e-03
1.110201e+01 8.094103e-03
1.116246e+01 8.035215e-03
1.122291e+01 7.921879e-03
1.128336e+01 7.791124e-03
1.134382e+01 7.693648e-03
1.140427e+01 7.567498e-03
1.146472e+01 7.443985e-03
1.152517e+01 7.364690e-03
1.158562e+01 7.219119e-03
1.164608e+01 7.116245e-03
1.170653e+01 7.010810e-03
1.176698e+01 6.909729e-03
1.182743e+01 6.823499e-03
1.188789e+01 6.726916e-03
1.194834e+01 6.658939e-03
1.200879e+01 6.527634e-03
1.206924e+01 6.453233e-03
1.212970e+01 6.367787e-03
1.219015e+01 6.267240e-03
1.225060e+01 6.164245e-03
1.231105e+01 6.089621e-03
1.237150e+01 6.024256e-03
1.243196e+01 5.930463e-03
1.249241e+01 5.837846e-03
1.255286e+01 5.767328e-03
1.261331e+01 5.651800e-03
1.267377e+01 5.570488e-03
1.273422e+01 5.535973e-03
1.279467e+01 5.429119e-03
1.285512e+01 5.361110e-03
1.291557e+01 5.293905e-03
1.297603e+01 5.231733e-03
1.303648e+01 5.157582e-03
1.309693e+01 5.042915e-03
1.315738e+01 4.985840e-03
1.321784e+01 4.925432e-03
1.327829e+01 4.862208e-03
1.333874e+01 4.761696e-03
1.339919e+01 4.683946e-03
1.345965e+01 4.675088e-03
1.352010e+01 4.600611e-03
1.358055e+01 4.581693e-03
1.364100e+01 4.441254e-03
1.370145e+01 4.466462e-03
1.376191e+01 4.363991e-03
1.382236e+01 4.339312e-03
1.388281e+01 4.297851e-03
1.394326e+01 4.219278e-03
1.400372e+01 4.193625e-03
1.406417e+01 4.087428e-03
1.412462e+01 4.038375e-03
1.418507e+01 4.069383e-03
1.424553e+01 3.929887e-03
1.430598e+01 3.933061e-03
1.436643e+01 3.947819e-03
1.442688e+01 3.778462e-03
1.448733e+01 3.783239e-03
1.454779e+01 3.726820e-03
1.460824e+01 3.666933e-03
1.466869e+01 3.648983e-03
1.472914e+01 3.588792e-03
1.478960e+01 3.532201e-03
1.485005e+01 3.456716e-03
1.491050e+01 3.427004e-03
1.497095e+01 3.392690e-03
1.503141e+01 3.342053e-03
1.509186e+01 3.323490e-03
1.515231e+01 3.268527e-03
1.521276e+01 3.209635e-03
1.527321e+01 3.187268e-03
1.533367e+01 3.156834e-03
1.539412e+01 3.086522e-03
1.545457e+01 3.045773e-03
1.551502e+01 2.988199e-03
1.557548e+01 2.956246e-03
1.563593e+01 2.919738e-03
1.569638e+01 2.884266e-03
1.575683e+01 2.862867e-03
1.581729e+01 2.809771e-03
1.587774e+01 2.773806e-03
1.593819e+01 2.716115e-03
1.599864e+01 2.692032e-03
1.605909e+01 2.629445e-03
1.611955e+01 2.605435e-03
1.618000e+01 2.582795e-03
1.624045e+01 2.529888e-03
1.630090e+01 2.526645e-03
1.636136e+01 2.463879e-03
1.642181e+01 2.431561e-03
1.648226e+01 2.458239e-03
1.654271e+01 2.395614e-03
1.660316e+01 2.338474e-03
1.666362e+01 2.339541e-03
1.672407e+01 2.285918e-03
1.678452e+01 2.283458e-03
1.684497e+01 2.258530e-03
1.690543e+01 2.235010e-03
1.696588e+01 2.162237e-03
1.708678e+01 2.169494e-03
1.714724e+01 2.075100e-03
1.720769e+01 2.006782e-03
1.732859e+01 2.031021e-03
